1over,2over,3over,4over,5over,6over,7over,8over,9over,10over,11over,12over,13over,14over,15over,16over,17over,18over,19over,20over,21over,22over,23over,24over,25over,26over,27over,28over,29over,30over,31over,32over,33over,34over,35over,36over,37over,38over,39over,40over,result,year,match_number
5/0,9/1,20/2,31/2,41/2,44/3,52/3,56/4,60/4,74/4,78/4,84/4,95/4,103/4,113/4,121/4,124/5,128/6,139/6,148/7,2/0,16/0,21/1,23/3,37/3,40/3,44/3,60/3,70/3,79/3,94/3,98/4,101/5,109/5,121/5,125/5,135/5,144/5,151/5,151/5,chased,2023,1355634
1/1,6/1,8/2,10/3,18/3,23/3,35/4,47/4,56/4,61/4,62/5,72/5,78/6,85/6,93/7,99/7,118/7,128/7,136/7,158/7,5/0,6/0,24/0,29/0,47/0,54/0,63/0,66/0,71/0,77/0,79/1,94/1,101/1,118/1,131/1,140/1,146/2,159/2,159/2,159/2,chased,2023,1355635
5/0,18/0,26/0,36/1,42/2,45/2,49/2,63/2,66/2,76/2,80/3,83/3,87/3,91/3,98/3,105/3,111/5,122/5,126/7,130/8,14/1,22/1,30/1,39/1,51/1,54/1,59/1,65/1,69/1,77/1,81/2,89/2,91/4,100/4,103/4,110/4,116/4,122/4,134/4,134/4,chased,2023,1355636
5/1,15/1,20/1,35/1,51/1,60/1,64/1,76/1,81/1,87/1,94/2,98/2,113/2,125/2,145/2,147/4,156/4,159/5,170/5,185/5,2/2,3/3,8/3,23/3,30/4,36/4,39/5,46/5,54/5,60/5,62/6,66/7,69/7,71/9,81/9,98/9,102/9,108/10,108/10,108/10,defend,2023,1355637
4/0,11/0,24/0,30/0,37/0,41/0,49/0,61/0,74/0,84/0,91/0,111/0,122/1,127/1,130/1,135/1,152/1,169/1,184/1,196/1,15/0,28/0,40/0,46/0,61/0,82/0,90/1,96/1,110/1,115/1,132/1,137/1,146/2,151/2,158/2,171/2,179/2,185/3,195/3,201/3,chased,2023,1355638
5/1,6/1,15/2,16/3,22/3,28/4,34/4,39/5,51/5,59/5,64/5,74/5,84/5,95/5,103/5,120/5,134/5,139/5,151/5,161/5,6/0,15/0,21/0,33/0,39/1,42/1,44/2,50/3,52/4,58/4,61/4,72/4,79/5,88/5,103/5,111/5,118/6,130/6,139/6,147/6,defend,2023,1355639
5/0,8/2,10/3,12/4,18/4,32/4,34/4,44/4,47/5,52/5,68/5,72/5,77/6,84/6,86/8,89/9,89/10,89/10,89/10,89/10,6/0,13/1,27/1,31/2,36/2,38/2,40/2,50/2,55/2,64/2,67/2,82/2,86/2,93/2,93/2,93/2,93/2,93/2,93/2,93/2,chased,2024,1417790
3/1,9/1,16/1,21/2,23/2,26/3,33/3,41/3,44/4,54/5,59/5,66/5,77/6,82/6,91/6,95/7,103/8,107/8,123/8,138/9,12/0,26/0,30/0,37/0,45/0,55/0,61/0,67/0,73/0,80/0,93/0,95/1,108/1,116/1,123/2,128/3,132/3,139/3,139/3,139/3,chased,2024,1417791
1/1,2/1,4/3,12/3,17/3,20/4,23/4,25/4,30/5,35/6,37/7,44/7,46/7,52/7,59/7,62/7,73/7,75/8,82/8,86/8,5/0,14/0,26/0,37/0,48/1,50/2,55/2,62/2,66/2,74/2,85/2,87/2,87/2,87/2,87/2,87/2,87/2,87/2,87/2,87/2,chased,2024,1417792
7/0,13/0,20/0,41/0,48/1,56/1,59/2,61/2,69/2,80/2,99/2,105/2,110/2,123/2,133/3,140/3,147/3,158/3,176/4,185/5,5/0,8/0,18/0,37/0,41/1,47/2,49/3,52/3,54/3,56/4,63/6,67/6,71/7,80/7,83/7,94/7,104/7,120/7,128/7,138/8,defend,2024,1417793
6/0,9/1,23/1,28/1,30/4,31/5,34/5,40/5,45/5,47/5,56/5,64/5,66/6,76/6,85/6,89/6,96/6,103/6,109/7,127/7,3/0,8/1,16/2,20/3,22/4,26/4,36/4,48/4,58/4,63/4,68/4,71/4,75/4,86/4,91/5,106/5,111/6,121/6,122/7,131/7,chased,2024,1417794
6/0,11/0,16/1,25/1,36/1,40/2,43/3,46/3,47/4,58/4,63/4,69/4,73/4,79/4,91/4,95/5,101/5,103/7,108/9,113/9,3/0,6/0,11/0,15/0,19/1,23/2,30/2,34/2,39/2,46/3,47/4,50/4,51/5,56/5,59/6,63/7,76/7,89/7,95/7,103/8,defend,2024,1417795
8/0,13/0,18/0,28/0,42/0,55/0,55/1,56/2,65/2,71/2,77/2,80/3,86/3,88/4,106/4,110/4,124/4,132/6,135/6,145/7,9/0,17/0,21/2,30/2,35/2,40/2,55/2,62/2,67/2,68/3,73/3,92/3,99/3,103/3,115/3,118/4,122/6,128/6,140/6,144/8,defend,2024,1417796
10/0,17/0,24/0,32/1,41/1,43/1,47/2,56/2,70/2,76/3,81/4,90/5,91/6,98/6,100/6,110/6,117/6,123/6,141/6,146/8,8/0,20/0,26/1,42/1,46/1,56/1,65/1,72/1,75/1,81/2,92/2,107/2,114/2,124/2,126/3,135/3,147/3,147/3,147/3,147/3,chased,2024,1417797
2/0,9/1,17/1,33/1,39/1,49/1,55/1,59/2,64/3,68/4,72/4,76/4,83/4,87/5,94/6,100/6,106/6,115/6,128/6,138/6,6/0,9/0,13/1,20/1,40/1,43/1,56/1,66/1,73/1,78/2,83/2,89/2,90/3,96/3,100/3,108/3,118/3,129/5,131/6,132/8,defend,2024,1417798
0/0,0/0,5/1,21/1,30/2,37/2,38/3,45/3,51/3,54/4,55/4,66/4,69/4,71/5,73/5,79/6,80/7,86/7,88/7,94/9,2/0,5/1,11/1,17/2,18/2,25/3,32/3,36/3,39/4,42/4,50/4,54/4,58/4,71/4,84/4,88/6,90/7,96/7,96/7,96/7,chased,2024,1417799
1/0,9/0,10/2,11/2,16/2,20/2,30/2,35/3,40/3,41/4,44/4,54/4,56/4,65/4,73/4,85/4,92/4,98/4,106/5,116/6,14/0,30/0,35/0,42/1,50/1,54/1,57/1,62/1,65/1,68/2,77/3,83/3,90/3,99/3,115/3,117/3,117/3,117/3,117/3,117/3,chased,2024,1417800
6/0,15/0,16/1,18/1,22/2,27/2,33/2,50/2,58/2,61/3,68/3,71/3,82/3,89/4,104/4,116/4,126/4,128/5,131/5,145/5,9/0,10/0,16/0,18/1,25/1,34/1,39/2,45/2,53/2,56/3,60/4,62/5,66/5,70/5,85/5,86/7,99/7,116/7,122/8,126/9,defend,2024,1417801
5/0,13/0,19/0,21/0,31/0,36/0,47/0,59/0,81/0,89/1,95/1,99/1,101/2,111/2,124/2,137/2,146/2,154/2,159/2,169/2,9/0,23/0,30/0,38/1,45/1,60/1,70/1,75/1,89/1,92/2,94/2,100/3,101/4,103/5,104/7,108/7,114/7,122/7,129/8,137/9,defend,2024,1417802
2/1,8/1,16/2,25/2,34/2,36/2,43/2,55/2,61/2,66/2,69/2,76/2,83/2,89/2,99/2,103/3,105/4,115/4,122/5,129/6,3/0,8/0,16/0,30/0,32/0,43/1,48/1,55/2,58/2,65/2,68/2,72/3,76/3,86/3,94/3,98/4,107/4,112/5,121/7,125/8,defend,2024,1417803
1/0,4/0,8/1,20/1,23/1,28/1,35/1,41/1,43/2,46/2,56/2,67/2,80/2,83/3,94/3,98/3,107/3,131/4,140/4,147/5,7/0,12/0,19/0,27/0,35/0,42/1,44/2,56/2,60/2,64/3,71/3,78/3,83/3,92/3,100/3,103/4,115/5,115/8,117/10,117/10,defend,2024,1417804
2/1,7/1,14/1,19/1,25/2,30/2,43/2,57/2,64/2,72/2,82/3,92/3,101/3,108/3,119/3,127/3,142/4,148/4,151/5,167/5,10/0,19/0,25/0,31/0,50/0,56/0,58/0,63/0,79/0,88/0,90/1,103/1,110/1,118/2,126/2,128/4,138/4,142/5,148/6,153/6,defend,2024,1417805
1/0,8/0,16/0,26/0,38/0,39/0,41/0,54/0,65/1,67/1,80/1,83/1,97/1,98/2,103/3,112/3,120/3,129/3,131/4,139/5,4/0,12/0,16/0,22/0,28/0,29/1,32/2,39/2,40/2,47/2,51/3,55/4,58/5,75/5,77/7,83/7,83/8,93/8,97/10,97/10,defend,2024,1417806
8/0,13/0,16/0,28/0,48/0,49/1,56/1,59/2,63/2,67/2,83/2,91/2,94/3,105/3,112/3,119/3,133/4,144/5,154/6,164/8,14/0,15/0,34/0,44/0,50/0,54/0,58/0,67/0,76/0,81/0,89/1,96/2,101/2,112/2,128/2,131/2,140/4,146/5,158/5,161/7,defend,2024,1417807
4/0,5/1,11/1,19/2,23/3,25/3,30/3,34/3,35/3,36/4,40/4,44/4,47/5,53/6,58/6,64/6,71/7,80/8,83/9,83/10,7/0,16/0,27/0,37/0,57/0,66/0,73/0,86/0,86/0,86/0,86/0,86/0,86/0,86/0,86/0,86/0,86/0,86/0,86/0,86/0,chased,2024,1417808
4/1,12/1,15/1,28/1,31/1,39/1,52/1,57/1,65/1,73/2,86/2,95/2,100/2,109/2,118/2,126/2,132/3,141/3,152/3,166/4,7/0,17/1,25/1,41/1,44/2,49/2,51/4,54/5,63/5,80/5,93/5,97/5,107/6,112/6,120/6,126/7,131/7,142/8,143/9,144/10,defend,2024,1417809
7/1,8/2,15/3,18/5,26/5,26/5,26/5,26/5,26/5,26/5,26/5,26/5,26/5,26/5,26/5,26/5,26/5,26/5,26/5,26/5,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,3/0,unknown,2024,1417810
5/0,9/0,14/0,15/1,15/1,18/2,25/2,26/3,31/4,38/4,42/4,46/4,60/4,68/4,76/4,82/4,90/5,95/6,107/6,118/8,7/1,10/1,12/1,21/1,31/1,40/1,40/1,40/1,43/1,43/2,54/2,57/2,71/2,78/2,101/3,108/4,120/4,120/4,120/4,120/4,chased,2024,1417811
3/0,7/1,14/1,23/1,26/1,34/1,36/1,43/1,49/1,54/1,57/1,67/1,75/1,89/1,100/2,106/2,108/4,117/5,127/5,135/5,5/0,11/2,12/3,13/3,21/3,26/3,38/3,48/3,55/3,61/3,72/3,78/3,82/3,87/3,96/3,102/3,107/3,110/4,115/5,123/5,defend,2024,1417812
11/0,24/0,28/0,38/0,43/0,46/1,49/2,56/2,63/2,71/2,73/3,77/3,83/4,86/4,90/4,105/4,113/5,116/6,122/6,126/8,11/0,17/0,24/0,28/0,39/0,43/1,48/1,51/2,56/3,63/4,64/4,66/4,68/5,71/5,74/5,78/6,108/6,118/6,122/7,127/8,chased,2024,1417813
6/0,14/0,23/0,24/1,33/1,37/2,48/2,54/3,63/3,70/3,80/3,88/4,101/4,110/4,117/4,119/5,122/6,131/6,134/8,146/8,3/0,7/0,20/0,32/0,39/0,42/0,48/0,59/0,68/0,79/0,86/0,93/0,104/0,108/0,122/1,133/1,138/4,140/5,149/5,149/5,chased,2024,1417814
6/0,11/0,15/1,30/1,35/1,41/2,44/2,48/3,48/4,52/5,55/5,60/5,64/5,67/6,74/6,86/7,93/8,96/9,96/10,96/10,7/0,12/0,14/0,15/1,26/1,36/1,44/1,51/1,64/1,76/1,80/1,90/1,100/1,100/1,100/1,100/1,100/1,100/1,100/1,100/1,chased,2024,1417815
22/0,32/0,46/1,60/1,73/1,84/1,87/2,93/2,95/3,98/3,99/5,99/5,105/5,111/5,113/6,113/6,119/7,133/7,142/7,152/7,1/0,2/1,5/2,18/2,23/2,26/2,29/2,29/3,33/3,38/3,48/3,64/3,83/3,86/4,94/4,104/4,116/4,127/4,149/4,156/4,chased,2024,1417816
4/0,7/1,8/1,16/2,17/3,22/4,27/4,33/4,37/4,46/4,47/4,53/4,58/4,68/4,80/4,94/4,99/4,104/5,115/6,118/10,4/0,5/0,23/0,35/2,40/2,48/2,52/2,52/4,56/4,61/4,64/4,67/4,70/4,83/4,90/4,95/4,104/4,115/4,120/4,120/4,chased,2024,1417817
2/0,9/0,14/1,17/2,35/3,39/3,44/3,49/4,55/4,56/5,58/5,60/5,63/6,68/6,75/6,80/6,87/6,91/6,102/6,111/8,0/0,16/0,22/0,38/0,47/0,54/1,58/1,61/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,64/1,chased,2024,1417818
3/0,17/0,31/0,35/0,44/1,51/1,60/1,66/1,70/1,71/2,85/2,94/2,102/3,109/3,119/3,134/3,152/3,170/3,175/5,181/5,3/1,4/1,21/1,21/2,21/2,21/2,21/2,21/2,21/2,21/2,21/2,21/2,21/2,21/2,21/2,21/2,21/2,21/2,21/2,21/2,unknown,2024,1417819
3/0,12/0,24/0,36/0,40/0,46/0,48/1,54/1,57/1,61/1,70/1,75/1,87/1,96/1,109/1,114/1,118/1,123/2,140/2,150/3,2/0,8/1,18/1,27/1,30/1,38/1,45/1,47/2,55/2,57/3,62/3,75/3,84/3,92/3,95/3,109/3,127/3,136/4,151/4,151/4,chased,2024,1417820
4/1,17/1,22/2,29/3,38/4,41/5,41/5,41/5,41/5,41/5,41/5,41/5,41/5,41/5,41/5,41/5,41/5,41/5,41/5,41/5,13/0,16/0,34/0,35/1,42/1,42/1,42/1,42/1,42/1,42/1,42/1,42/1,42/1,42/1,42/1,42/1,42/1,42/1,42/1,42/1,chased,2024,1417821
1/1,11/1,19/1,19/1,21/1,28/1,31/1,37/1,46/1,54/1,65/1,74/1,80/2,84/2,90/3,95/3,104/4,107/5,111/5,126/6,20/2,26/2,27/3,34/3,43/3,44/4,50/4,53/4,59/4,63/5,70/5,84/5,94/5,107/5,111/6,115/6,120/7,128/7,134/8,144/9,unknown,2024,1417822
2/0,13/0,21/0,37/0,39/0,44/0,46/1,54/2,59/2,66/2,74/2,85/2,92/2,97/4,102/5,108/6,119/6,136/7,144/8,147/9,6/0,18/0,23/0,26/0,32/0,41/0,48/0,53/0,59/1,65/2,69/3,75/3,83/3,95/3,99/4,101/6,104/7,114/7,124/7,130/7,defend,2024,1417823
